"","S_U28","S_U10","S_T48","S_T41","S_T35","S_T23","S_T21","S_T07","S_R53","S_R44","S_R43B","S_R43A","S_R39","S_R36B","S_R36A","S_LGB","S_C06","F_U10F","F_T48M","F_T48F","F_T41M","F_T41F","F_T35M","F_T35F","F_T23M","F_T23F","F_T21M","F_T21F","F_T07F","F_R53M","F_R53F","F_R44M","F_R44F","F_R43M","F_R43F","F_R40M","F_R40F","F_R37M","F_R37F2","F_R37F","F_R36M","F_R36F","F_R26M","F_R26F","F_LGBF","F_C14M","F_C14F"
"F_T35F",0.425470852017937,0.607443946188341,0.726816143497758,0.566636771300448,0.259372197309417,0.468340807174888,0.317399103139013,0.491210762331839,0.635964125560538,0.668340807174888,0.564394618834081,0.400269058295964,0.594080717488789,0.655156950672646,0.768789237668161,0.440179372197309,0.514080717488789,0.781704035874439,0.472466367713004,0.431210762331839,0.271031390134529,0.274170403587444,0.771838565022422,0,0.44,0.419910313901345,0.364394618834081,0.852466367713004,0.353542600896861,0.752914798206278,0.6752466367713,0.39695067264574,0.377937219730942,0.704663677130045,0.40609865470852,0.984932735426009,0.385650224215247,0.39542600896861,0.774439461883408,0.918026905829596,0.598744394618834,0.389058295964126,0.607443946188341,0.433452914798206,0.41847533632287,0.546008968609865,0.440717488789238
"F_T23M",0.511390134529148,0.623408071748879,0.777847533632287,0.524035874439462,0.437937219730942,0.322600896860987,0.483587443946188,0.661345291479821,0.618206278026906,0.700269058295964,0.604663677130045,0.421076233183857,0.665381165919283,0.654977578475336,0.75067264573991,0.50762331838565,0.611031390134529,0.778206278026906,0.606457399103139,0.572556053811659,0.452286995515695,0.481076233183857,0.794439461883408,0.44,0,0.1352466367713,0.465201793721973,0.79390134529148,0.532735426008969,0.706726457399103,0.657757847533632,0.508340807174888,0.394887892376682,0.665291479820628,0.466905829596413,0.912735426008969,0.429865470852018,0.339730941704036,0.739910313901345,0.91677130044843,0.566547085201794,0.473183856502242,0.564843049327354,0.525650224215247,0.449058295964126,0.484035874439462,0.506636771300448
"F_T23F",0.501973094170404,0.686547085201794,0.769058295964126,0.519372197309417,0.424304932735426,0.310493273542601,0.46914798206278,0.64304932735426,0.619372197309417,0.68322869955157,0.589596412556054,0.408071748878924,0.663139013452915,0.658744394618834,0.777130044843049,0.484125560538117,0.594260089686099,0.823587443946188,0.624484304932735,0.578923766816144,0.453632286995516,0.450941704035874,0.816322869955157,0.419910313901345,0.1352466367713,0,0.44627802690583,0.883587443946188,0.509506726457399,0.736412556053812,0.660179372197309,0.522869955156951,0.374080717488789,0.741434977578475,0.475695067264574,0.993811659192825,0.42914798206278,0.408609865470852,0.81372197309417,0.948699551569507,0.64932735426009,0.443497757847534,0.652825112107623,0.531659192825112,0.43085201793722,0.564035874439462,0.521255605381166
"F_T21M",0.448251121076233,0.636053811659193,0.774349775784753,0.628161434977578,0.320538116591928,0.387443946188341,0.283587443946188,0.602062780269058,0.650493273542601,0.703766816143498,0.64304932735426,0.362690582959641,0.651928251121076,0.599282511210762,0.811748878923767,0.523946188340807,0.59847533632287,0.782062780269058,0.60152466367713,0.587264573991031,0.365112107623318,0.364394618834081,0.78914798206278,0.364394618834081,0.465201793721973,0.44627802690583,0,0.839730941704036,0.47847533632287,0.742869955156951,0.669506726457399,0.486008968609865,0.3552466367713,0.70152466367713,0.37372197309417,0.992735426008969,0.433004484304933,0.451928251121076,0.824215246636771,0.941973094170404,0.657578475336323,0.409237668161435,0.657219730941704,0.512914798206278,0.523766816143498,0.48,0.381704035874439
"F_T21F",0.844932735426009,0.729955156950673,0.912017937219731,0.871390134529148,0.83695067264574,0.88762331838565,0.857309417040359,0.880269058295964,0.906816143497758,0.91067264573991,0.855605381165919,0.8447533632287,0.887085201793722,0.840627802690583,0.870313901345292,0.869596412556054,0.844125560538117,0.763408071748879,0.836322869955157,0.847443946188341,0.825381165919283,0.851748878923767,0.882780269058296,0.852466367713004,0.79390134529148,0.883587443946188,0.839730941704036,0,0.865650224215247,0.890313901345291,0.883766816143498,0.84457399103139,0.861434977578475,0.787892376681614,0.813991031390135,0.802511210762332,0.8752466367713,0.729237668161435,0.615515695067265,0.876412556053812,0.797130044843049,0.87067264573991,0.537757847533632,0.854080717488789,0.871928251121076,0.670134529147982,0.839461883408072
"F_T07F",0.497040358744395,0.605022421524664,0.764932735426009,0.534529147982063,0.408789237668161,0.563408071748879,0.486995515695067,0.373363228699552,0.634439461883408,0.668251121076233,0.539551569506726,0.513452914798206,0.644215246636771,0.624932735426009,0.739103139013453,0.490044843049327,0.587533632286996,0.69219730941704,0.494529147982063,0.589237668161435,0.400807174887892,0.431659192825112,0.788878923766816,0.353542600896861,0.532735426008969,0.509506726457399,0.47847533632287,0.865650224215247,0,0.684663677130045,0.580448430493274,0.459551569506726,0.479461883408072,0.680538116591928,0.463318385650224,0.993004484304933,0.440089686098655,0.500717488789238,0.654708520179372,0.94762331838565,0.703139013452915,0.555515695067265,0.660358744394619,0.587085201793722,0.521255605381166,0.606995515695067,0.46322869955157
"F_R53M",0.772107623318386,0.791479820627803,0.8647533632287,0.684125560538117,0.745560538116592,0.769955156950673,0.791210762331839,0.729506726457399,0.213811659192825,0.77085201793722,0.697847533632287,0.646636771300448,0.72762331838565,0.682421524663677,0.766457399103139,0.675605381165919,0.761973094170404,0.849506726457399,0.784304932735426,0.759461883408072,0.721614349775785,0.750493273542601,0.859820627802691,0.752914798206278,0.706726457399103,0.736412556053812,0.742869955156951,0.890313901345291,0.684663677130045,0,0.341345291479821,0.694260089686099,0.724215246636771,0.707982062780269,0.638116591928251,0.968251121076233,0.565381165919283,0.691210762331839,0.816860986547085,0.921255605381166,0.767443946188341,0.739910313901345,0.752017937219731,0.685650224215247,0.710403587443946,0.698206278026906,0.69829596412556
"F_R53F",0.698923766816144,0.748251121076233,0.807085201793722,0.618385650224215,0.675605381165919,0.705201793721973,0.712556053811659,0.677309417040359,0.335784753363229,0.71219730941704,0.606816143497758,0.543856502242152,0.657040358744395,0.618654708520179,0.759910313901345,0.589506726457399,0.678295964125561,0.786905829596413,0.72304932735426,0.685291479820628,0.654080717488789,0.663587443946188,0.854618834080717,0.6752466367713,0.657757847533632,0.660179372197309,0.669506726457399,0.883766816143498,0.580448430493274,0.341345291479821,0,0.627085201793722,0.660627802690583,0.662152466367713,0.516860986547085,0.986995515695067,0.476143497757848,0.623766816143498,0.76914798206278,0.936502242152466,0.72457399103139,0.648251121076233,0.730403587443946,0.607354260089686,0.622511210762332,0.646905829596413,0.603677130044843
"F_R44M",0.53085201793722,0.64609865470852,0.768609865470852,0.651121076233184,0.465381165919283,0.568520179372197,0.470762331838565,0.531659192825112,0.622331838565022,0.717130044843049,0.63085201793722,0.443408071748879,0.647443946188341,0.687892376681614,0.797937219730942,0.533811659192825,0.541345291479821,0.753452914798206,0.519192825112108,0.52627802690583,0.424932735426009,0.43085201793722,0.772645739910314,0.39695067264574,0.508340807174888,0.522869955156951,0.486008968609865,0.84457399103139,0.459551569506726,0.694260089686099,0.627085201793722,0,0.382959641255605,0.520538116591928,0.402690582959641,0.973363228699552,0.481614349775785,0.421076233183857,0.761883408071749,0.929506726457399,0.597757847533632,0.49542600896861,0.609596412556054,0.482959641255605,0.505022421524664,0.500717488789238,0.399372197309417
"F_R44F",0.463318385650224,0.633542600896861,0.755156950672646,0.594260089686099,0.397937219730942,0.346726457399103,0.317130044843049,0.609775784753363,0.623587443946188,0.699282511210762,0.606188340807175,0.338026905829596,0.629506726457399,0.642780269058296,0.807085201793722,0.44914798206278,0.54457399103139,0.788340807174888,0.566008968609865,0.488071748878924,0.383856502242152,0.386457399103139,0.791569506726457,0.377937219730942,0.394887892376682,0.374080717488789,0.3552466367713,0.861434977578475,0.479461883408072,0.724215246636771,0.660627802690583,0.382959641255605,0,0.675874439461883,0.36914798206278,0.988968609865471,0.384843049327354,0.367174887892377,0.811210762331839,0.944304932735426,0.625022421524664,0.356412556053812,0.640179372197309,0.477668161434978,0.35085201793722,0.462331838565022,0.404663677130045
"F_R43M",0.724215246636771,0.680986547085202,0.799013452914798,0.75237668161435,0.723677130044843,0.775336322869955,0.751031390134529,0.730313901345292,0.723677130044843,0.814529147982063,0.713094170403587,0.562959641255605,0.719820627802691,0.709506726457399,0.815605381165919,0.674529147982063,0.689596412556054,0.768251121076233,0.670403587443946,0.680627802690583,0.67677130044843,0.706547085201794,0.820807174887892,0.704663677130045,0.665291479820628,0.741434977578475,0.70152466367713,0.787892376681614,0.680538116591928,0.707982062780269,0.662152466367713,0.520538116591928,0.675874439461883,0,0.530762331838565,0.911121076233184,0.666457399103139,0.579910313901345,0.724125560538117,0.91677130044843,0.593004484304933,0.702511210762332,0.638744394618834,0.648609865470852,0.679551569506726,0.621255605381166,0.6447533632287
"F_R43F",0.476412556053812,0.60914798206278,0.724394618834081,0.58457399103139,0.47390134529148,0.517578475336323,0.466905829596413,0.596771300448431,0.548071748878924,0.677309417040359,0.568430493273543,0.229058295964126,0.571479820627803,0.541345291479821,0.779372197309417,0.418565022421525,0.508520179372197,0.726457399103139,0.539551569506726,0.477309417040359,0.385560538116592,0.382242152466368,0.785112107623318,0.40609865470852,0.466905829596413,0.475695067264574,0.37372197309417,0.813991031390135,0.463318385650224,0.638116591928251,0.516860986547085,0.402690582959641,0.36914798206278,0.530762331838565,0,0.978295964125561,0.37085201793722,0.394977578475336,0.731300448430493,0.93067264573991,0.612466367713004,0.448161434977578,0.611031390134529,0.419461883408072,0.405919282511211,0.520538116591928,0.460627802690583
"F_R40M",0.984663677130045,0.88152466367713,0.995336322869955,0.994529147982063,0.970493273542601,0.993273542600897,0.992556053811659,0.992645739910314,0.994977578475336,0.992466367713004,0.992107623318386,0.986008968609865,0.974529147982063,0.982242152466368,0.944394618834081,0.992645739910314,0.961434977578475,0.855695067264574,0.971838565022421,0.974439461883408,0.965560538116592,0.99219730941704,0.97695067264574,0.984932735426009,0.912735426008969,0.993811659192825,0.992735426008969,0.802511210762332,0.993004484304933,0.968251121076233,0.986995515695067,0.973363228699552,0.988968609865471,0.911121076233184,0.978295964125561,0,0.98780269058296,0.877399103139013,0.880627802690583,0.660179372197309,0.880627802690583,0.990493273542601,0.873004484304933,0.978026905829596,0.98780269058296,0.876771300448431,0.970134529147982
"F_R40F",0.523408071748879,0.626547085201794,0.753632286995516,0.528609865470852,0.437668161434978,0.451121076233184,0.454439461883408,0.577578475336323,0.46304932735426,0.661614349775785,0.554887892376682,0.325291479820628,0.568968609865471,0.567354260089686,0.758116591928251,0.378744394618834,0.548251121076233,0.788699551569507,0.637847533632287,0.538385650224215,0.453094170403587,0.449417040358744,0.803946188340807,0.385650224215247,0.429865470852018,0.42914798206278,0.433004484304933,0.8752466367713,0.440089686098655,0.565381165919283,0.476143497757848,0.481614349775785,0.384843049327354,0.666457399103139,0.37085201793722,0.98780269058296,0,0.409596412556054,0.776412556053812,0.93067264573991,0.603856502242152,0.456143497757848,0.643587443946188,0.465470852017937,0.421255605381166,0.525560538116592,0.490762331838565
"F_R37M",0.489775784753363,0.514977578475336,0.758834080717489,0.544484304932735,0.378116591928251,0.453452914798206,0.41847533632287,0.593273542600897,0.610493273542601,0.674887892376682,0.566816143497758,0.37695067264574,0.6247533632287,0.638026905829596,0.748789237668161,0.441345291479821,0.527443946188341,0.737219730941704,0.55542600896861,0.509237668161435,0.393183856502242,0.410762331838565,0.773363228699552,0.39542600896861,0.339730941704036,0.408609865470852,0.451928251121076,0.729237668161435,0.500717488789238,0.691210762331839,0.623766816143498,0.421076233183857,0.367174887892377,0.579910313901345,0.394977578475336,0.877399103139013,0.409596412556054,0,0.686726457399103,0.91219730941704,0.495695067264574,0.421255605381166,0.502331838565022,0.474887892376682,0.440627802690583,0.400807174887892,0.447354260089686
"F_R37F2",0.824663677130045,0.702331838565022,0.729596412556054,0.798295964125561,0.783856502242152,0.83390134529148,0.833363228699552,0.719372197309417,0.82780269058296,0.83542600896861,0.77847533632287,0.797309417040359,0.83372197309417,0.833811659192825,0.803139013452915,0.816322869955157,0.799372197309417,0.6047533632287,0.784843049327354,0.831569506726457,0.759461883408072,0.788251121076233,0.85219730941704,0.774439461883408,0.739910313901345,0.81372197309417,0.824215246636771,0.615515695067265,0.654708520179372,0.816860986547085,0.76914798206278,0.761883408071749,0.811210762331839,0.724125560538117,0.731300448430493,0.880627802690583,0.776412556053812,0.686726457399103,0,0.94,0.781434977578475,0.811031390134529,0.553183856502242,0.804843049327354,0.81219730941704,0.568699551569507,0.702242152466368
"F_R37F",0.937937219730942,0.914349775784753,0.951210762331839,0.94932735426009,0.908789237668161,0.949506726457399,0.924843049327354,0.947174887892377,0.93067264573991,0.950941704035874,0.93695067264574,0.935605381165919,0.904932735426009,0.91695067264574,0.893004484304933,0.92,0.872107623318386,0.868071748878924,0.929775784753363,0.926726457399103,0.915784753363229,0.942600896860987,0.940896860986547,0.918026905829596,0.91677130044843,0.948699551569507,0.941973094170404,0.876412556053812,0.94762331838565,0.921255605381166,0.936502242152466,0.929506726457399,0.944304932735426,0.91677130044843,0.93067264573991,0.660179372197309,0.93067264573991,0.91219730941704,0.94,0,0.913363228699552,0.944035874439462,0.907264573991031,0.926636771300448,0.912107623318386,0.898295964125561,0.914080717488789
"F_R36M",0.684663677130045,0.667533632286995,0.795336322869955,0.734708520179372,0.615784753363229,0.649596412556054,0.616502242152466,0.737219730941704,0.718295964125561,0.75677130044843,0.740986547085202,0.606726457399103,0.699730941704036,0.760986547085202,0.79695067264574,0.636412556053812,0.649596412556054,0.818026905829596,0.731569506726457,0.612466367713004,0.614170403587444,0.621076233183857,0.834170403587444,0.598744394618834,0.566547085201794,0.64932735426009,0.657578475336323,0.797130044843049,0.703139013452915,0.767443946188341,0.72457399103139,0.597757847533632,0.625022421524664,0.593004484304933,0.612466367713004,0.880627802690583,0.603856502242152,0.495695067264574,0.781434977578475,0.913363228699552,0,0.548520179372197,0.610762331838565,0.556681614349776,0.641883408071749,0.54932735426009,0.635605381165919
"F_R36F",0.535336322869955,0.683587443946188,0.724484304932735,0.58932735426009,0.393452914798206,0.392645739910314,0.332914798206278,0.620358744394619,0.6352466367713,0.662600896860987,0.588161434977578,0.430762331838565,0.621255605381166,0.653273542600897,0.756860986547085,0.444035874439462,0.504663677130045,0.82627802690583,0.593542600896861,0.429686098654709,0.417040358744395,0.399641255605381,0.825112107623318,0.389058295964126,0.473183856502242,0.443497757847534,0.409237668161435,0.87067264573991,0.555515695067265,0.739910313901345,0.648251121076233,0.49542600896861,0.356412556053812,0.702511210762332,0.448161434977578,0.990493273542601,0.456143497757848,0.421255605381166,0.811031390134529,0.944035874439462,0.548520179372197,0,0.643139013452915,0.398834080717489,0.454708520179372,0.466188340807175,0.409058295964126
"F_R26M",0.625829596412556,0.604394618834081,0.795067264573991,0.689775784753363,0.609506726457399,0.665919282511211,0.63542600896861,0.694349775784753,0.739820627802691,0.764125560538117,0.686636771300448,0.613273542600897,0.705112107623318,0.715695067264574,0.785470852017937,0.617399103139013,0.648251121076233,0.793452914798206,0.677219730941704,0.603318385650224,0.593183856502242,0.622690582959641,0.782242152466368,0.607443946188341,0.564843049327354,0.652825112107623,0.657219730941704,0.537757847533632,0.660358744394619,0.752017937219731,0.730403587443946,0.609596412556054,0.640179372197309,0.638744394618834,0.611031390134529,0.873004484304933,0.643587443946188,0.502331838565022,0.553183856502242,0.907264573991031,0.610762331838565,0.643139013452915,0,0.568520179372197,0.621704035874439,0.443318385650224,0.631390134529148
"F_R26F",0.508878923766816,0.681614349775785,0.71695067264574,0.631659192825112,0.502511210762332,0.568968609865471,0.48627802690583,0.621165919282511,0.60609865470852,0.698565022421525,0.60932735426009,0.444484304932735,0.579282511210762,0.627354260089686,0.777399103139014,0.420448430493274,0.513542600896861,0.819461883408072,0.587892376681614,0.422331838565022,0.446995515695067,0.43542600896861,0.810403587443946,0.433452914798206,0.525650224215247,0.531659192825112,0.512914798206278,0.854080717488789,0.587085201793722,0.685650224215247,0.607354260089686,0.482959641255605,0.477668161434978,0.648609865470852,0.419461883408072,0.978026905829596,0.465470852017937,0.474887892376682,0.804843049327354,0.926636771300448,0.556681614349776,0.398834080717489,0.568520179372197,0,0.446726457399103,0.556053811659193,0.510762331838565
"F_LGBF",0.405919282511211,0.655784753363229,0.719820627802691,0.583139013452915,0.497668161434978,0.494080717488789,0.498206278026906,0.622152466367713,0.622511210762332,0.678206278026906,0.581255605381166,0.39390134529148,0.566995515695067,0.627982062780269,0.789596412556054,0.319551569506726,0.49542600896861,0.804484304932735,0.570134529147982,0.434349775784753,0.381255605381166,0.386367713004484,0.810224215246637,0.41847533632287,0.449058295964126,0.43085201793722,0.523766816143498,0.871928251121076,0.521255605381166,0.710403587443946,0.622511210762332,0.505022421524664,0.35085201793722,0.679551569506726,0.405919282511211,0.98780269058296,0.421255605381166,0.440627802690583,0.81219730941704,0.912107623318386,0.641883408071749,0.454708520179372,0.621704035874439,0.446726457399103,0,0.605201793721973,0.551031390134529
"F_C14M",0.635605381165919,0.565650224215247,0.794618834080718,0.68304932735426,0.486188340807175,0.450493273542601,0.456322869955157,0.667264573991031,0.646726457399103,0.72762331838565,0.685739910313901,0.513004484304933,0.677578475336323,0.712286995515695,0.739641255605381,0.611838565022422,0.570044843049327,0.714618834080717,0.685381165919283,0.638744394618834,0.567174887892377,0.580089686098655,0.792914798206278,0.546008968609865,0.484035874439462,0.564035874439462,0.48,0.670134529147982,0.606995515695067,0.698206278026906,0.646905829596413,0.500717488789238,0.462331838565022,0.621255605381166,0.520538116591928,0.876771300448431,0.525560538116592,0.400807174887892,0.568699551569507,0.898295964125561,0.54932735426009,0.466188340807175,0.443318385650224,0.556053811659193,0.605201793721973,0,0.265650224215247
"F_C14F",0.543856502242152,0.636143497757848,0.777757847533632,0.653632286995516,0.398206278026906,0.375695067264574,0.37695067264574,0.578834080717489,0.631031390134529,0.713542600896861,0.640089686098655,0.481434977578475,0.652466367713004,0.68170403587444,0.742780269058296,0.546636771300448,0.539192825112108,0.682959641255605,0.592735426008969,0.599820627802691,0.47085201793722,0.473811659192825,0.77847533632287,0.440717488789238,0.506636771300448,0.521255605381166,0.381704035874439,0.839461883408072,0.46322869955157,0.69829596412556,0.603677130044843,0.399372197309417,0.404663677130045,0.6447533632287,0.460627802690583,0.970134529147982,0.490762331838565,0.447354260089686,0.702242152466368,0.914080717488789,0.635605381165919,0.409058295964126,0.631390134529148,0.510762331838565,0.551031390134529,0.265650224215247,0
